###############################################################################
#Point_file.dat                                                               #
#                                                                             #
#File zur direkten Eingabe von Eckounkten von Stabelemente --> Gerade im Raum #
#                                                                             #
# ACHTUNG!! Nach der Letzten Eintragung darf keine Leerzeile stehen!!         #
###############################################################################
#vertikal 1
110.0    0.0  0.0
110.0  100.0  0.0
#vertikal 2
120.0    0.0  0.0
120.0  100.0  0.0
#vertikal 3
130.0    0.0  0.0
130.0  100.0  0.0
#vertikal 4
140.0    0.0  0.0
140.0  100.0  0.0
#vertikal 5
150.0    0.0  0.0
150.0  100.0  0.0
#vertikal 6
160.0    0.0  0.0
160.0  100.0  0.0
#vertikal 7
170.0    0.0  0.0
170.0  100.0  0.0
#vertikal 8
180.0    0.0  0.0
180.0  100.0  0.0
#vertikal 9
190.0    0.0  0.0
190.0  100.0  0.0
#horizontal 1
100.0   10.0  0.0
200.0   10.0  0.0
#horizontal 2
100.0   20.0  0.0
200.0   20.0  0.0
#horizontal 3
100.0   30.0  0.0
200.0   30.0  0.0
#horizontal 4
100.0   40.0  0.0
200.0   40.0  0.0
#horizontal 5
100.0   50.0  0.0
200.0   50.0  0.0
#horizontal 6
100.0   60.0  0.0
200.0   60.0  0.0
#horizontal 7
100.0   70.0  0.0
200.0   70.0  0.0
#horizontal 8
100.0   80.0  0.0
200.0   80.0  0.0
#horizontal 9
100.0   90.0  0.0
200.0   90.0  0.0
